Ligand	Receptor	Mediator	TF	Target
ZG16B	CXCR4	GNG2,MYO15A	P2RX7	ENPP2
TFF3	CXCR4	GNG4,CLIC5	P2RX7	ENPP2
ZG16B	CXCR4	GNG4,CLIC5	P2RX7	ENPP2
TFF3	CXCR4	GNG2,CLIC5	P2RX7	ENPP2
ZG16B	CXCR4	GNG2,CLIC5	P2RX7	ENPP2
TFF3	CXCR4	GNG4,FXYD2	P2RX7	ENPP2
ZG16B	CXCR4	GNG4,FXYD2	P2RX7	ENPP2
TFF3	CXCR4	CD74,RORA	RGS2	CREM,HSPA1A
ZG16B	CXCR4	CD74,RORA	RGS2	CREM,HSPA1A
TFF3	CXCR4	BIRC3,RORA	RGS2	CREM,HSPA1A
ZG16B	CXCR4	BIRC3,RORA	RGS2	CREM,HSPA1A
TFF3	CXCR4	P2RY10,RORA	RGS2	CREM,HSPA1A
ZG16B	CXCR4	P2RY10,RORA	RGS2	CREM,HSPA1A
TFF3	CXCR4	RAC2,RORA	RGS2	CREM,HSPA1A
ZG16B	CXCR4	RAC2,RORA	RGS2	CREM,HSPA1A
TFF3	CXCR4	LCK,RORA	RGS2	CREM,HSPA1A
ZG16B	CXCR4	LCK,RORA	RGS2	CREM,HSPA1A
TFF3	CXCR4	GNG2,RORA	RGS2	CREM,HSPA1A
ZG16B	CXCR4	GNG2,RORA	RGS2	CREM,HSPA1A
TFF3	CXCR4	LCK	CD8B	PRF1
ZG16B	CXCR4	LCK	CD8B	PRF1
TFF3	CXCR4	STAT5A	CSF2	CD80,CCR7,MIR146A
ZG16B	CXCR4	STAT5A	CSF2	CD80,CCR7,MIR146A
TFF3	CXCR4	VAV1	CSF2	CD80,CCR7,MIR146A
ZG16B	CXCR4	VAV1	CSF2	CD80,CCR7,MIR146A
TFF3	CXCR4	STAT5B	CSF2	CD80,CCR7,MIR146A
ZG16B	CXCR4	STAT5B	CSF2	CD80,CCR7,MIR146A
TFF3	CXCR4	PIK3R6	CSF2	CD80,CCR7,MIR146A
ZG16B	CXCR4	PIK3R6	CSF2	CD80,CCR7,MIR146A
TFF3	CXCR4	LCK	CSF2	CD80,CCR7,MIR146A
ZG16B	CXCR4	LCK	CSF2	CD80,CCR7,MIR146A
TFF3	CXCR4	CD74	HLA-DRA	IFNG
ZG16B	CXCR4	CD74	HLA-DRA	IFNG
TFF3	CXCR4	PTPN6	HLA-DRA	IFNG
ZG16B	CXCR4	PTPN6	HLA-DRA	IFNG
TFF3	CXCR4	LCK	HLA-DRA	IFNG
ZG16B	CXCR4	LCK	HLA-DRA	IFNG
TFF3	CXCR4	GNG2	HLA-DRA	IFNG
ZG16B	CXCR4	GNG2	HLA-DRA	IFNG
TFF3	CXCR4	STAT5A	STAT4	FLT1,EBI3,IFNG,IL18RAP,STAT5A,IL2RA,IL21,CD200R1,CD3D,ZEB2,FOXG1,PRF1,SATB1
ZG16B	CXCR4	STAT5A	STAT4	FLT1,EBI3,IFNG,IL18RAP,STAT5A,IL2RA,IL21,CD200R1,CD3D,ZEB2,FOXG1,PRF1,SATB1
TFF3	CXCR4	STAT5B	STAT4	FLT1,EBI3,IFNG,IL18RAP,STAT5A,IL2RA,IL21,CD200R1,CD3D,ZEB2,FOXG1,PRF1,SATB1
ZG16B	CXCR4	STAT5B	STAT4	FLT1,EBI3,IFNG,IL18RAP,STAT5A,IL2RA,IL21,CD200R1,CD3D,ZEB2,FOXG1,PRF1,SATB1
TFF3	CXCR4	LCK	STAT4	FLT1,EBI3,IFNG,IL18RAP,STAT5A,IL2RA,IL21,CD200R1,CD3D,ZEB2,FOXG1,PRF1,SATB1
ZG16B	CXCR4	LCK	STAT4	FLT1,EBI3,IFNG,IL18RAP,STAT5A,IL2RA,IL21,CD200R1,CD3D,ZEB2,FOXG1,PRF1,SATB1
TFF3	CXCR4	LCK	CD8A	PRF1
ZG16B	CXCR4	LCK	CD8A	PRF1
TFF3	CXCR4	PTPN6	TRAC	IFNG,PRF1
ZG16B	CXCR4	PTPN6	TRAC	IFNG,PRF1
TFF3	CXCR4	LCK	TRAC	IFNG,PRF1
ZG16B	CXCR4	LCK	TRAC	IFNG,PRF1
TFF3	CXCR4	GNG2	TRAC	IFNG,PRF1
ZG16B	CXCR4	GNG2	TRAC	IFNG,PRF1
TFF3	CXCR4	STAT5A,IL12RB2	EBI3	IFNG
ZG16B	CXCR4	STAT5A,IL12RB2	EBI3	IFNG
TFF3	CXCR4	STAT5B,IL12RB2	EBI3	IFNG
ZG16B	CXCR4	STAT5B,IL12RB2	EBI3	IFNG
TFF3	CXCR4	STAT5A,STAT4	EBI3	IFNG
ZG16B	CXCR4	STAT5A,STAT4	EBI3	IFNG
TFF3	CXCR4	STAT5B,STAT4	EBI3	IFNG
ZG16B	CXCR4	STAT5B,STAT4	EBI3	IFNG
TFF3	CXCR4	LCK,STAT4	EBI3	IFNG
ZG16B	CXCR4	LCK,STAT4	EBI3	IFNG
TFF3	CXCR4	CAV1	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
ZG16B	CXCR4	CAV1	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
TFF3	CXCR4	PTPN6	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
ZG16B	CXCR4	PTPN6	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
TFF3	CXCR4	CD74,RORA	CREM	PER1
ZG16B	CXCR4	CD74,RORA	CREM	PER1
TFF3	CXCR4	BIRC3,RORA	CREM	PER1
ZG16B	CXCR4	BIRC3,RORA	CREM	PER1
TFF3	CXCR4	P2RY10,RORA	CREM	PER1
ZG16B	CXCR4	P2RY10,RORA	CREM	PER1
TFF3	CXCR4	RAC2,RORA	CREM	PER1
ZG16B	CXCR4	RAC2,RORA	CREM	PER1
TFF3	CXCR4	LCK,RORA	CREM	PER1
ZG16B	CXCR4	LCK,RORA	CREM	PER1
TFF3	CXCR4	GNG2,RORA	CREM	PER1
ZG16B	CXCR4	GNG2,RORA	CREM	PER1
TFF3	CXCR4	CD74,HSPA1A	CREM	PER1
ZG16B	CXCR4	CD74,HSPA1A	CREM	PER1
TFF3	CXCR4	STAT5A	PRKCQ	FASLG
ZG16B	CXCR4	STAT5A	PRKCQ	FASLG
TFF3	CXCR4	RAC2	PRKCQ	FASLG
ZG16B	CXCR4	RAC2	PRKCQ	FASLG
TFF3	CXCR4	VAV1	PRKCQ	FASLG
ZG16B	CXCR4	VAV1	PRKCQ	FASLG
TFF3	CXCR4	GNG4	PRKCQ	FASLG
ZG16B	CXCR4	GNG4	PRKCQ	FASLG
TFF3	CXCR4	STAT5B	PRKCQ	FASLG
ZG16B	CXCR4	STAT5B	PRKCQ	FASLG
TFF3	CXCR4	LCK	PRKCQ	FASLG
ZG16B	CXCR4	LCK	PRKCQ	FASLG
TNFSF13	TNFRSF14	VIM,LCK	PTPN6	CCL5
TNFSF13	TNFRSF14	LTA,IL2RG	PTPN6	CCL5
TNFSF13	TNFRSF14	VIM	LEF1	FYN,SLC38A5,VIM,DGKA,STK10,SEMA5B,PTHLH,P2RX7,TGM1,CREM,PCYT1B,MAP2K6,CTSC,RFX4,IL18RAP,PTCH2,CD274,TMEM156,CXCR4,RECK,KCNJ2,TOX2,LAMP5,CCR7,RAC2,TSPAN2,AP4B1,RAB33A,ADAM19,ENPP2,NUSAP1,IL21,CD27,SKAP1,XCL2,CD226,CD96,MOV10,TTN,ELMO1,ARMC12,CTLA4,CCR1,NDST2,CD3D,ZEB2,ZNF524,LRRN3,ABCD2,STAT5B,PER1,SATB1,SH2D1A,DPYD,MME,PGAP1,CD247,GRK5,SIPA1,TMSB4XP6
TNFSF13	TNFRSF14	LTA	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
TNFSF13	TNFRSF14	VIM,RORA	CD3G	IFNG,PRF1
TNFSF13	TNFRSF14	VIM,PTPN22	CD3G	IFNG,PRF1
TNFSF13	TNFRSF14	VIM,LCK	CD3G	IFNG,PRF1
TNFSF13	TNFRSF14	TNFSF14,MAL	CD3G	IFNG,PRF1
TNFSF13	TNFRSF14	BTLA,CD28	CD3G	IFNG,PRF1
TNFSF13	TNFRSF14	BTLA,CD247	CD3G	IFNG,PRF1
TNFSF13	TNFRSF14	VIM,LEF1	STAT5A	SLC38A5,TNFRSF9,DGKA,CREM,FLT1,LPXN,RFX4,FASLG,CD274,BATF3,LAMP5,IL2RA,ENPP2,STRIP1,GJA5,ELMO1,CCL5,FSTL1,DNASE1L3,ZEB2,LRRN3,SUMO4,PRF1,SATB1,LCK,BTLA,S100A4,LTA
TNFSF13	TNFRSF14	VIM,LCK	STAT5A	SLC38A5,TNFRSF9,DGKA,CREM,FLT1,LPXN,RFX4,FASLG,CD274,BATF3,LAMP5,IL2RA,ENPP2,STRIP1,GJA5,ELMO1,CCL5,FSTL1,DNASE1L3,ZEB2,LRRN3,SUMO4,PRF1,SATB1,LCK,BTLA,S100A4,LTA
TNFSF13	TNFRSF14	BTLA,CD247	STAT5A	SLC38A5,TNFRSF9,DGKA,CREM,FLT1,LPXN,RFX4,FASLG,CD274,BATF3,LAMP5,IL2RA,ENPP2,STRIP1,GJA5,ELMO1,CCL5,FSTL1,DNASE1L3,ZEB2,LRRN3,SUMO4,PRF1,SATB1,LCK,BTLA,S100A4,LTA
TNFSF13	TNFRSF14	LTA,IL12RB2	STAT5A	SLC38A5,TNFRSF9,DGKA,CREM,FLT1,LPXN,RFX4,FASLG,CD274,BATF3,LAMP5,IL2RA,ENPP2,STRIP1,GJA5,ELMO1,CCL5,FSTL1,DNASE1L3,ZEB2,LRRN3,SUMO4,PRF1,SATB1,LCK,BTLA,S100A4,LTA
TNFSF13	TNFRSF14	LTA,IL12RB1	STAT5A	SLC38A5,TNFRSF9,DGKA,CREM,FLT1,LPXN,RFX4,FASLG,CD274,BATF3,LAMP5,IL2RA,ENPP2,STRIP1,GJA5,ELMO1,CCL5,FSTL1,DNASE1L3,ZEB2,LRRN3,SUMO4,PRF1,SATB1,LCK,BTLA,S100A4,LTA
TNFSF13	TNFRSF14	LTA,IL1R1	STAT5A	SLC38A5,TNFRSF9,DGKA,CREM,FLT1,LPXN,RFX4,FASLG,CD274,BATF3,LAMP5,IL2RA,ENPP2,STRIP1,GJA5,ELMO1,CCL5,FSTL1,DNASE1L3,ZEB2,LRRN3,SUMO4,PRF1,SATB1,LCK,BTLA,S100A4,LTA
TNFSF13	TNFRSF14	LTA,IL2RA	STAT5A	SLC38A5,TNFRSF9,DGKA,CREM,FLT1,LPXN,RFX4,FASLG,CD274,BATF3,LAMP5,IL2RA,ENPP2,STRIP1,GJA5,ELMO1,CCL5,FSTL1,DNASE1L3,ZEB2,LRRN3,SUMO4,PRF1,SATB1,LCK,BTLA,S100A4,LTA
TNFSF13	TNFRSF14	LTA,IL2RG	STAT5A	SLC38A5,TNFRSF9,DGKA,CREM,FLT1,LPXN,RFX4,FASLG,CD274,BATF3,LAMP5,IL2RA,ENPP2,STRIP1,GJA5,ELMO1,CCL5,FSTL1,DNASE1L3,ZEB2,LRRN3,SUMO4,PRF1,SATB1,LCK,BTLA,S100A4,LTA
TNFSF13	TNFRSF14	LTA,IL7R	STAT5A	SLC38A5,TNFRSF9,DGKA,CREM,FLT1,LPXN,RFX4,FASLG,CD274,BATF3,LAMP5,IL2RA,ENPP2,STRIP1,GJA5,ELMO1,CCL5,FSTL1,DNASE1L3,ZEB2,LRRN3,SUMO4,PRF1,SATB1,LCK,BTLA,S100A4,LTA
TNFSF13	TNFRSF14	LTA,IL3RA	STAT5A	SLC38A5,TNFRSF9,DGKA,CREM,FLT1,LPXN,RFX4,FASLG,CD274,BATF3,LAMP5,IL2RA,ENPP2,STRIP1,GJA5,ELMO1,CCL5,FSTL1,DNASE1L3,ZEB2,LRRN3,SUMO4,PRF1,SATB1,LCK,BTLA,S100A4,LTA
TNFSF13	TNFRSF14	LTA,CSF2RA	STAT5A	SLC38A5,TNFRSF9,DGKA,CREM,FLT1,LPXN,RFX4,FASLG,CD274,BATF3,LAMP5,IL2RA,ENPP2,STRIP1,GJA5,ELMO1,CCL5,FSTL1,DNASE1L3,ZEB2,LRRN3,SUMO4,PRF1,SATB1,LCK,BTLA,S100A4,LTA
TNFSF13	TNFRSF14	VIM	RORA	UHRF2,JAKMIP2
TNFSF13	TNFRSF14		LTA	BIRC3
TNFSF13	TNFRSF14	VIM,ISG15	CAV1	FYN,ENPP2
TNFSF13	TNFRSF14	LTA	IL2RA	TNFRSF9,GZMB,IL2RG,PRF1,TNFRSF4
TNFSF13	TNFRSF14	BTLA	CD28	IFNG,PRF1
TNFSF13	TNFRSF14	VIM,LCK	STAT5B	SLC38A5,ZNF582,TNFRSF9,DGKA,CREM,GZMB,FLT1,NKG7,SLAMF1,FASLG,IL2RA,ENPP2,ELMO1,CCL5,CSF2,ZEB2,PRF1,CD247,LTA
TNFSF13	TNFRSF14	BTLA,CD247	STAT5B	SLC38A5,ZNF582,TNFRSF9,DGKA,CREM,GZMB,FLT1,NKG7,SLAMF1,FASLG,IL2RA,ENPP2,ELMO1,CCL5,CSF2,ZEB2,PRF1,CD247,LTA
TNFSF13	TNFRSF14	LTA,IL12RB2	STAT5B	SLC38A5,ZNF582,TNFRSF9,DGKA,CREM,GZMB,FLT1,NKG7,SLAMF1,FASLG,IL2RA,ENPP2,ELMO1,CCL5,CSF2,ZEB2,PRF1,CD247,LTA
TNFSF13	TNFRSF14	LTA,IL12RB1	STAT5B	SLC38A5,ZNF582,TNFRSF9,DGKA,CREM,GZMB,FLT1,NKG7,SLAMF1,FASLG,IL2RA,ENPP2,ELMO1,CCL5,CSF2,ZEB2,PRF1,CD247,LTA
TNFSF13	TNFRSF14	LTA,IL1R1	STAT5B	SLC38A5,ZNF582,TNFRSF9,DGKA,CREM,GZMB,FLT1,NKG7,SLAMF1,FASLG,IL2RA,ENPP2,ELMO1,CCL5,CSF2,ZEB2,PRF1,CD247,LTA
TNFSF13	TNFRSF14	LTA,IL2RA	STAT5B	SLC38A5,ZNF582,TNFRSF9,DGKA,CREM,GZMB,FLT1,NKG7,SLAMF1,FASLG,IL2RA,ENPP2,ELMO1,CCL5,CSF2,ZEB2,PRF1,CD247,LTA
TNFSF13	TNFRSF14	LTA,IL2RG	STAT5B	SLC38A5,ZNF582,TNFRSF9,DGKA,CREM,GZMB,FLT1,NKG7,SLAMF1,FASLG,IL2RA,ENPP2,ELMO1,CCL5,CSF2,ZEB2,PRF1,CD247,LTA
TNFSF13	TNFRSF14	LTA,IL7R	STAT5B	SLC38A5,ZNF582,TNFRSF9,DGKA,CREM,GZMB,FLT1,NKG7,SLAMF1,FASLG,IL2RA,ENPP2,ELMO1,CCL5,CSF2,ZEB2,PRF1,CD247,LTA
TNFSF13	TNFRSF14	LTA,IL3RA	STAT5B	SLC38A5,ZNF582,TNFRSF9,DGKA,CREM,GZMB,FLT1,NKG7,SLAMF1,FASLG,IL2RA,ENPP2,ELMO1,CCL5,CSF2,ZEB2,PRF1,CD247,LTA
TNFSF13	TNFRSF14	LTA,CSF2RA	STAT5B	SLC38A5,ZNF582,TNFRSF9,DGKA,CREM,GZMB,FLT1,NKG7,SLAMF1,FASLG,IL2RA,ENPP2,ELMO1,CCL5,CSF2,ZEB2,PRF1,CD247,LTA
TNFSF13	TNFRSF14	VIM,LCK	CD80	IFNG,PRF1
TNFSF13	TNFRSF14	BTLA,CD28	CD80	IFNG,PRF1
TNFSF13	TNFRSF14	BTLA,CD247	CD80	IFNG,PRF1
TNFSF13	TNFRSF14	LTA	IL2RG	TNFRSF9,GZMB,IL2RA,IRF4,PRF1,TNFRSF4
TNFSF13	TNFRSF14	VIM,LCK,SLAMF1	CHRNA5	CASP1
TNFSF13	TNFRSF14	BTLA,CD247,NCR3	CHRNA5	CASP1
TNFSF13	TNFRSF14	BTLA	CD247	IFNG,FASLG,PRF1
TNFSF13	TNFRSF14	VIM,RORA	FYN	IRF7
TNFSF13	TNFRSF14	VIM,LCK	FYN	IRF7
TNFSF13	TNFRSF14	VIM,HSPA1A	FYN	IRF7
TNFSF13	TNFRSF14	BTLA,CD28	FYN	IRF7
TNFSF13	TNFRSF14	BTLA,CD247	FYN	IRF7
TNFSF13	TNFRSF14	LTA,IL2RG	FYN	IRF7
TNFSF13	TNFRSF14	LTA,IL7R	FYN	IRF7
TNFSF13	TNFRSF14	LTA,IL3RA	FYN	IRF7
TNFSF13	TNFRSF14	VIM,BIRC3	MYD88	IFIT2,ISG15,MIR146A
TNFSF13	TNFRSF14	TNFSF14,BIRC3	MYD88	IFIT2,ISG15,MIR146A
TNFSF13	TNFRSF14	LTA,BIRC3	MYD88	IFIT2,ISG15,MIR146A
TNFSF13	TNFRSF14	TNFSF14,MAL	MYD88	IFIT2,ISG15,MIR146A
TNFSF13	TNFRSF14	LTA,IL1R1	MYD88	IFIT2,ISG15,MIR146A
TNFSF13	TNFRSF14	VIM,BIRC3	CXCR4	VIM
TNFSF13	TNFRSF14	TNFSF14,BIRC3	CXCR4	VIM
TNFSF13	TNFRSF14	LTA,BIRC3	CXCR4	VIM
TNFSF13	TNFRSF14	VIM,LCK,ITGAX	ZEB1	ARAP2,DGKA,RORA,PTHLH,MAP2K6,CRTAM,CCL20,CYTIP,KCNJ2,TOX2,LAMP5,FAM78A,TSPAN2,FXYD2,SKAP1,STRIP1,GPR174,MOV10,ELMO1,WNT4,CSF2,RAB8B,IL7R,ZEB2,LRRN3,JAKMIP2,RPS6KA3,HCLS1,SH2D1A,NELL2,LST1,SIPA1,LTA
TNFSF13	TNFRSF14	LTA	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
TNFSF13	TNFRSF14	VIM,BIRC3,LY96	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
TNFSF13	TNFRSF14	TNFSF14,BIRC3,LY96	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
TNFSF13	TNFRSF14	LTA,BIRC3,LY96	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
TNFSF13	TNFRSF14	VIM,BIRC3,MYD88	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
TNFSF13	TNFRSF14	TNFSF14,BIRC3,MYD88	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
TNFSF13	TNFRSF14	LTA,BIRC3,MYD88	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
TNFSF13	TNFRSF14	TNFSF14,MAL,MYD88	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
TNFSF13	TNFRSF14	LTA,IL1R1,MYD88	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
TNFSF13	TNFRSF14	VIM,LCK,CD48	IL18RAP	IFNG
TNFSF13	TNFRSF14	BTLA,CD247,CD48	IL18RAP	IFNG
TNFSF13	TNFRSF14	VIM,RORA	CD3D	IFNG,PRF1
TNFSF13	TNFRSF14	VIM,PTPN22	CD3D	IFNG,PRF1
TNFSF13	TNFRSF14	VIM,LCK	CD3D	IFNG,PRF1
TNFSF13	TNFRSF14	BTLA,CD28	CD3D	IFNG,PRF1
TNFSF13	TNFRSF14	BTLA,CD247	CD3D	IFNG,PRF1
TNFSF13	TNFRSF14	VIM,HSPA1A	P2RX7	ENPP2
TNFSF13	TNFRSF14	VIM,RORA	RGS2	CREM,HSPA1A
TNFSF13	TNFRSF14	VIM,LCK	CD8B	PRF1
TNFSF13	TNFRSF14	BTLA,CD28	CD8B	PRF1
TNFSF13	TNFRSF14	BTLA,CD247	CD8B	PRF1
TNFSF13	TNFRSF14	VIM,LCK	CSF2	CD80,CCR7,MIR146A
TNFSF13	TNFRSF14	BTLA,CD28	CSF2	CD80,CCR7,MIR146A
TNFSF13	TNFRSF14	BTLA,CD247	CSF2	CD80,CCR7,MIR146A
TNFSF13	TNFRSF14	LTA,IL12RB2	CSF2	CD80,CCR7,MIR146A
TNFSF13	TNFRSF14	LTA,IL12RB1	CSF2	CD80,CCR7,MIR146A
TNFSF13	TNFRSF14	LTA,IL1R1	CSF2	CD80,CCR7,MIR146A
TNFSF13	TNFRSF14	LTA,IL2RA	CSF2	CD80,CCR7,MIR146A
TNFSF13	TNFRSF14	LTA,IL2RG	CSF2	CD80,CCR7,MIR146A
TNFSF13	TNFRSF14	LTA,IL7R	CSF2	CD80,CCR7,MIR146A
TNFSF13	TNFRSF14	LTA,IL3RA	CSF2	CD80,CCR7,MIR146A
TNFSF13	TNFRSF14	LTA,CSF2RA	CSF2	CD80,CCR7,MIR146A
TNFSF13	TNFRSF14	VIM,RORA	HLA-DRA	IFNG
TNFSF13	TNFRSF14	VIM,PTPN22	HLA-DRA	IFNG
TNFSF13	TNFRSF14	VIM,LCK	HLA-DRA	IFNG
TNFSF13	TNFRSF14	VIM,LCK	STAT4	FLT1,EBI3,IFNG,IL18RAP,STAT5A,IL2RA,IL21,CD200R1,CD3D,ZEB2,FOXG1,PRF1,SATB1
TNFSF13	TNFRSF14	LTA,IL12RB2	STAT4	FLT1,EBI3,IFNG,IL18RAP,STAT5A,IL2RA,IL21,CD200R1,CD3D,ZEB2,FOXG1,PRF1,SATB1
TNFSF13	TNFRSF14	LTA,IL12RB1	STAT4	FLT1,EBI3,IFNG,IL18RAP,STAT5A,IL2RA,IL21,CD200R1,CD3D,ZEB2,FOXG1,PRF1,SATB1
TNFSF13	TNFRSF14	LTA,IL1R1	STAT4	FLT1,EBI3,IFNG,IL18RAP,STAT5A,IL2RA,IL21,CD200R1,CD3D,ZEB2,FOXG1,PRF1,SATB1
TNFSF13	TNFRSF14	LTA,IL2RA	STAT4	FLT1,EBI3,IFNG,IL18RAP,STAT5A,IL2RA,IL21,CD200R1,CD3D,ZEB2,FOXG1,PRF1,SATB1
TNFSF13	TNFRSF14	LTA,IL2RG	STAT4	FLT1,EBI3,IFNG,IL18RAP,STAT5A,IL2RA,IL21,CD200R1,CD3D,ZEB2,FOXG1,PRF1,SATB1
TNFSF13	TNFRSF14	LTA,IL7R	STAT4	FLT1,EBI3,IFNG,IL18RAP,STAT5A,IL2RA,IL21,CD200R1,CD3D,ZEB2,FOXG1,PRF1,SATB1
TNFSF13	TNFRSF14	LTA,IL3RA	STAT4	FLT1,EBI3,IFNG,IL18RAP,STAT5A,IL2RA,IL21,CD200R1,CD3D,ZEB2,FOXG1,PRF1,SATB1
TNFSF13	TNFRSF14	LTA,CSF2RA	STAT4	FLT1,EBI3,IFNG,IL18RAP,STAT5A,IL2RA,IL21,CD200R1,CD3D,ZEB2,FOXG1,PRF1,SATB1
TNFSF13	TNFRSF14	VIM,LCK	CD8A	PRF1
TNFSF13	TNFRSF14	BTLA,CD28	CD8A	PRF1
TNFSF13	TNFRSF14	BTLA,CD247	CD8A	PRF1
TNFSF13	TNFRSF14	VIM,PTPN22	TRAC	IFNG,PRF1
TNFSF13	TNFRSF14	VIM,LCK	TRAC	IFNG,PRF1
TNFSF13	TNFRSF14	BTLA,CD28	TRAC	IFNG,PRF1
TNFSF13	TNFRSF14	BTLA,CD247	TRAC	IFNG,PRF1
TNFSF13	TNFRSF14	LTA,IL12RB2	EBI3	IFNG
TNFSF13	TNFRSF14	BTLA,CD28	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
TNFSF13	TNFRSF14	LTA,IL12RB2	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
TNFSF13	TNFRSF14	LTA,IL12RB1	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
TNFSF13	TNFRSF14	LTA,IL1R1	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
TNFSF13	TNFRSF14	LTA,IL2RA	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
TNFSF13	TNFRSF14	LTA,IL2RG	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
TNFSF13	TNFRSF14	LTA,IL7R	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
TNFSF13	TNFRSF14	LTA,IL3RA	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
TNFSF13	TNFRSF14	LTA,CSF2RA	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
TNFSF13	TNFRSF14	VIM,RORA	CREM	PER1
TNFSF13	TNFRSF14	VIM,HSPA1A	CREM	PER1
TNFSF13	TNFRSF14	VIM,LCK	PRKCQ	FASLG
TNFSF13	TNFRSF14	BTLA,CD28	PRKCQ	FASLG
TNFSF13	TNFRSF14	BTLA,CD247	PRKCQ	FASLG
IL1RN	IL1R1	IL2RG	PTPN6	CCL5
